orth,translation
CETTE NUIT NUAGE PLUS PEU PARFOIS AVERSES RÉGION EST AVEC PLUIE PARTIE RÉGION,"cette nuit, il y aura des nuages plus ou moins nombreux et des averses isolées près de la mer Baltique, ainsi que de la pluie dans certaines régions où se formera du brouillard"
JOUR TRUEB SOLEIL PEU IX PLUS,"en journée, alternance de nuages denses et d'un peu de soleil qui se laisse parfois apercevoir dans le sud"
AVERSES IX SURTOUT,"quelques averses sont également présentes, plus fréquentes dans le nord"
APRÈS MIDI IX AUSSI POSSIBLE ORAGE COURT,"l'après-midi, de brefs orages peuvent éclater."
SUD FAIBLE IX PEU DE VENTS IX VENTS,"dans le sud, vent généralement faible dans le nord, principalement modéré de sud-ouest à ouest"
RIVIÈRE E CETTE NUIT MAXIMUM TREIZE IX ALPES MAXIMUM SEPT,sur la Spree et l'Ems cette nuit jusqu'à treize degrés sur la bordure des Alpes seulement sept degrés
DEMAIN DIX-SEPT UN VINGT DEUX VINGT DEGRÉS,demain dix-sept à vingt-et-un dans le Rhin supérieur à vingt-deux degrés
SAMEDI PARTICULIÈREMENT RÉPANDRE SOLEIL IX NUAGE IX POSSIBLE PLUIE,"samedi, le soleil brille sur une grande partie du territoire ; dans le nord, des nuages plus denses apportent quelques pluies près de la côte"
DIMANCHE SUD-EST AGRÉABLE AVERSES ORAGES À VENIR,"dimanche, temps généralement agréable dans la moitié sud-est, tandis que dans le nord-ouest, les nuages s'étendent avec des averses ou des orages"
LUNDI EN COURS CHANGEANT PLUS FROID,la nouvelle semaine commence par un temps variable et à nouveau plus frais
BONNE SOIRÉE,"Chers téléspectateurs, bonsoir"
AUJOURD'HUI ÉNORME TEMPS ÉNORME,"aujourd'hui, la météo a été très mouvementée"
AUJOURD'HUI MIDI DÉBUT FORT ORAGE APRÈS TEMPÊTE TOURBILLONNAIRE MAIS VOIR QUAND MÊME,de violents orages sont en cours depuis ce midi une tornade a même été repérée
FRANCFORT VOIR PARTIE NÉGATIVE VOIR NÉGATIVE VOIR ZERO,"et nous le voyons aussi ici à Francfort, la visibilité est parfois nulle."
C'EST POURQUOI DES ORAGES FORTS ARRIVENT CETTE NUIT NORD-EST DES ORAGES CONTINUENT À ARRIVER LE PLUS SOUVENT RÉGION DE PLUIE,"et c'est dans ce processus que sont apparus ces violents orages qui, ce soir, s'éloignent en direction du nord-est mais restent orageux dans le sud-est et sont accompagnés de fortes pluies."
SI FORT PLUIE RÉGION DEMAIN AUSSI RESTER PARTIE PLUIE SUD-EST PLUIE PARTIE ORAGES ONT LIEU POSSIBLE INONDATION DANGER,"et cette forte pluie qui persistera en partie demain dans le sud-est, il y a encore quelques orages tout à fait locaux, donc un risque d'inondation."
SUD-OUEST PLUS AGRÉABLE BEAU NORD-OUEST JOUR VENIR FORT ORAGES POSSIBLE PLUIE ORAGES,le temps devient plus agréable à partir du sud-ouest et de fortes averses et des orages isolés se produisent à nouveau dans le nord-ouest au cours de la journée
MAIS DEMAIN PEU DE BAISSE TEMPÉRATURE DIX-SEPT DEGRÉS MONTAGNE QUATRE VINGT L RÉGION PARTICULIÈREMENT AGRÉABLE,"je suis très contente de mon séjour à l'étranger, j'ai été très contente de mon séjour à l'étranger, je suis très contente de mon séjour à l'étranger, je suis très contente de mon séjour à l'étranger, je suis très contente de mon séjour à l'étranger, je suis très contente de mon séjour à l'étranger."
JOUR D'ARRIVÉE PROBABLEMENT UN PEU FROID PUIS VENIR MIEUX,et les prochains jours s'annoncent plutôt agréables après un début un peu frais.
DIMANCHE PROCHAIN PUIS SUD RÉGION MONTER CHAUD,"et dimanche, le temps se réchauffera nettement à partir du sud."
MAINTENANT BONNE SOIRE ENCORE POSSIBLE,Je vous souhaite une bonne soirée.
MAINTENANT TEMPS PRÉVU DEMAIN SAMEDI SIX VINGT NOVEMBRE,"et maintenant les prévisions météo pour demain, samedi 26 novembre"
BAS NUAGE CETTE NUIT ALLEMAND NORD IX SUED VENIR IX,la bande nuageuse d'une dépression traverse cette nuit l'allemagne en direction du sud-est
SAMEDI DIMANCHE ALORS NORD-OUEST FAIBLE BASSE NEGALP-AUCH NEGALP-RIEN,"en fin de semaine, d'autres basses pressions faibles arriveront du nord-ouest et n'apporteront pas non plus beaucoup de pluie."
VENT PLUS IX POSSIBLE BOEE POSSIBLE OURAGAN,mais le vent se renforce encore et peut atteindre la force d'un ouragan en rafales sur la mer Baltique
CETTE NUIT NUAGE PLUS RÉGION VENIR PEU PLUIE BAVIÈRE IX LIEU POSSIBLE,"cette nuit, la bande de nuages se déplace vers le sud-est avec ici et là quelques pluies qui peuvent localement geler, surtout en Bavière"
LIEU FROID SUD TRUEB DÉBUT PARFOIS SOLEIL NUAGE SOLEIL JOUR GÉNÉRALEMENT SEC,"dans le sud, début de journée parfois maussade sinon nuages ou soleil et temps généralement sec"
JOUR IX NORD NUAGEUX FORT NUAGEUX PEU DE PLUIE,"en cours de journée, les nuages redeviennent plus denses dans le nord et apportent quelques pluies"
FAIBLE NORD FRAIS GÉNÉRALEMENT TEMPÊTE IX NORD LAC IX TEMPÊTE FORTE TEMPÊTE,"vent faible à modéré dans le nord, frais à fort du sud-ouest avec des rafales de vent en mer parfois violentes"
SUD NUIT GEL IX ÎLE PLUS HUIT DEGRÉS,"au sud, cette nuit, à nouveau du gel sur les îles de la Frise du nord jusqu'à plus huit degrés"
VENT DU NORD TEMPÊTE NORD OURAGAN,"dans la moitié nord, beaucoup de vent avec des rafales de vent sur la mer Baltique, voire des rafales d'ouragan"
LUNDI CALME SEC BROUILLARD SOLEIL NUAGE,"La nouvelle semaine apportera un mélange calme et sec de brouillard, de soleil et de nuages."
MAINTENANT TEMPS COMMENT-APPARAÎTRE DEMAIN VENDREDI TREIZE AOÛT,et maintenant les prévisions météo pour demain vendredi 13 août
SUD-EST PEUVENT PLEUVOIR LONGUEMENT PEUVENT PLEUVOIR PAR AUSSI POSSIBLE VENT,"dans l'est et le sud-est de l'allemagne, il faut donc s'attendre à des pluies parfois abondantes et de longue durée"
MAINTENANT AVERTISSEMENT,des alertes météorologiques ont été émises par le service météorologique allemand.
NUIT EST PLUIE PEUT LIEU PUIS ORAGE EN PLUS,"dès la nuit, de fortes pluies tombent dans certaines régions de la moitié est, avec localement des éclairs et du tonnerre"
OUEST DÉBUT PLUIE PUIS NUAGE CIEL ÉTOILES PEUVENT VOIR,en direction de l'ouest encore quelques averses au début puis ciel partiellement nuageux et partiellement dégagé
MAIS BROUILLARD PEUVENT,un brouillard se forme ici et là
JOUR SUD-EST PLUIE PEUVENT ORAGE RÉGION SOLEIL NUAGE PLUIE VARIABLE,"dans l'est et le sud-est, des pluies parfois fortes avec des orages isolés, sinon soleil et nuages, parfois quelques averses."
LA PLUPART DU TEMPS VENT FAIBLE VENT,"le plus souvent, un vent faible souffle dans différentes directions"
CETTE NUIT DIX-SEPT DEGRÉS IX MONTAGNE IX HUIT DEGRÉS,dans l'uckermark cette nuit jusqu'à dix-sept dans l'eifel seulement huit degrés
DEMAIN PLUIE IX VINGT DEGRÉS RIVIÈRE CINQ VINGT DEGRÉS,"demain sous une pluie persistante, moins de vingt degrés sur le Main, vingt-cinq degrés en été"
WEEK-END PLUS DE NUAGES SOLEIL À PEINE MAINTENANT PLUIE OU ORAGE PEUT ÊTRE PARTIELLEMENT PLUIE,"ce week-end aussi, il y aura généralement plus de nuages que de soleil, avec des averses ou des orages dans certaines régions, et parfois de fortes pluies."
"LA SEMAINE PROCHAINE, TEMPS VARIABLE",la nouvelle semaine s'annonce également changeante
MAINTENANT TEMPS COMMENT-REGARDER DEMAIN MARDI UN VINGT MARS MONTRER-ÉCRAN,"et maintenant les prévisions météorologiques pour demain, mardi vingt et un mars"
CENTRE OUEST EUROPE RÉGION HAUT VENIR DANS-VENANT SOLEIL TEMPS,l'anticyclone au-dessus de l'europe centrale et occidentale assure un temps généralement ensoleillé en allemagne dans les jours à venir
TEMPÉRATURE MONTER JEUDI SUD-OUEST JUSQU'À VINGT DEGRÉS POUVOIR,"les températures augmentent progressivement, avec une vingtaine de degrés possibles dans le sud-ouest ce jeudi"
NUIT CIEL CLAIR ÉTOILE VOIR NORD SEULEMENT NUAGE IX PLUIE NORD,"la nuit sera généralement claire dans le nord, avec des nuages parfois denses pouvant donner lieu à des bruines éparses"
JOUR SOLEIL TYPIQUE MARS TEMPS IX NUAGE NORD POUVOIR NUAGE FORT POUVOIR,"demain, retour d'un temps de mars ensoleillé avec quelques nuages voilés ici et là, des nuages parfois épais persistent au-dessus du nord"
VENT TOURNANT LÉGÈREMENT MER NORD MODÉRÉMENT FRAIS,le vent souffle faiblement de différentes directions en mer vent modéré à frais
NUIT NORD QUATRE DEGRÉS MOINS SIX MONTAGNE IX,"cette nuit, quatre degrés dans le nord et moins six degrés dans les alpes"
JOUR DIX-SEPT DEGRÉS COELN OUEST SEPT DEGRÉS NORD,"le jour, il fait dix-sept degrés dans la région de Cologne et sept degrés à la mer Baltique"
COMMENT-APPARAÎTRE EN-VENANT MERCREDI BEAUCOUP DE SOLEIL NORD-EST CLAIR NUAGEUX,les perspectives mercredi aussi beaucoup de soleil dans la moitié nord-est ici et là des nuages
JEUDI IX TYPIQUEMENT PRINTEMPS IX NORD NORD-EST POUVOIR NUAGES,"jeudi aussi, temps printanier dans le nord et le nord-est, mais nuageux"
VENDREDI AUSSI SUD BEAUCOUP DE SOLEIL NORD PEUVENT NUAGE NORD PEUVENT PLUIE,"vendredi aussi, beaucoup de soleil dans la moitié sud, sinon, en plus du soleil, quelques nuages dans le nord, quelques pluies isolées"
VENDREDI D'ABORD NORD UN PEU FROID,"vendredi, il fera d'abord plus froid dans le nord"
MAINTENANT TEMPS POUR DEMAIN MARDI QUATRE VINGT AOÛT COMMENT-APPARAÎTRE MONTRER-ÉCRAN,et maintenant les prévisions météorologiques pour demain mardi 24 août
NORD BAS A HAUT RÉGION VENIR FROID VENIR,L'air frais de la mer s'écoule entre le nord profond et l'anticyclone des Açores.
OUEST NORD IX ÉCLAIRCIE CÔTE CONTINUER PLUIE POUVOIR,"vers l'ouest et le nord, les nuages se dissipent partiellement mais des averses continuent à se produire près des côtes"
JOUR NORD NUAGEUX PEUVENT PLUIE SUD TRUEB PEUVENT PLUIE ET ORAGE,"dans la journée, temps nuageux avec averses locales dans le nord et temps assez maussade dans le sud avec développement d'averses et d'orages isolés"
ENTRE ZONE AGRÉABLE SOLEIL NUAGEUX MÉLANGE,"entre les deux, il y a un mélange généralement agréable de soleil et de nuages"
VENT MODÉRÉ FRAIS RÉGION IX NORD FORT VENT PEUVENT SOUFFLER,"le vent souffle modérément à fraîchement dans le nord, fortement d'ouest à sud-ouest, en particulier sur la côte rafales de vent"
EST CETTE NUIT DIX-HUIT DEGRÉS OUEST ONZE DEGRÉS,à l'est et au sud cette nuit jusqu'à dix-huit degrés à l'ouest localement seulement onze degrés
NORD LAC DEMAIN DIX-SEPT DEGRÉS FLEUVE MAIS RESTER CINQ VINGT DEGRÉS,"demain, dix-sept degrés frais à la mer du nord, vingt-cinq degrés estivaux dans le Rhin supérieur"
MERCREDI JEUDI NORD RESTER FRAIS LA PLUPART DES NUAGES PEUVENT PLUIE VENT PEUVENT,"mercredi et jeudi, le temps restera assez frais et généralement nuageux dans le nord, avec de l'humidité et du vent dans certaines régions"
VENDREDI RÉGION VARIABLE POUVOIR VENT,"vendredi, temps variable partout et parfois très venteux"
PUIS TEMPS COMMENT-APPARAÎTRE DEMAIN LUNDI SIX JUILLET,et maintenant les prévisions météo pour demain lundi 6 juillet
ANGLETERRE IX FROID FRONTIÈRE ARRIVER ALLEMAGNE FRONTIÈRE PARTIR PLUIE ORAGE,le front froid d'une dépression au-dessus de l'angleterre atteint cette nuit l'ouest de l'allemagne accompagné d'averses et d'orages parfois violents
PAYS AIR FRAIS DONC TEMPS MAJORITAIREMENT VARIABLE,"derrière, on trouve de l'air atlantique plus frais dans lequel le temps est assez changeant"
EST CETTE NUIT CLAIR À PEINE ORAGEUX,"dans le nord-est et l'est, le ciel s'éclaircira partiellement cette nuit et il n'y aura pratiquement plus d'averses"
SUD PLUIE POSITION ÉCLAIRS TONNERRE,"mais il y en a encore beaucoup dans le sud, avec des éclairs et du tonnerre."
AVERSES ORAGEUSES,"en même temps, de nouvelles averses et de nouveaux orages, parfois violents, se propagent depuis l'ouest"
DEMAIN ORAGES EN COURS,"demain, les averses se déplaceront vers la moitié est du pays"
SPÉCIALEMENT SUD PRINCIPALEMENT ORAGE OUEST PARFOIS NUAGEUX SOLEIL PARFOIS NUAGEUX QUELQUES AVERSES,"de violents orages peuvent se former, surtout dans le sud-est. dans la moitié ouest, il y aura tantôt du soleil, tantôt des nuages avec quelques averses."
SI VENT PLUIE VENT AUTRE MODÉRÉ,"en dehors des averses et des rafales d'orage, le vent est faible à modéré et souffle de l'ouest au sud-ouest."
DEMAIN DIX-NEUF NORD MAXIMUM SEPT VINGT RÉGION MONTAGNE IX,"demain, températures de dix-neuf degrés à la mer du Nord à vingt-sept dans la Lausitz et le Brisgau"
DEMAIN PLUS FRAIS PEU,"dans les prochains jours, le refroidissement se poursuivra"
JEUDI MAXIMUM QUATORZE À QUATRE DEUX VINGT,"jeudi, seulement des températures maximales comprises entre quatorze et vingt-deux degrés"
MAINTENANT EN PLUS NUAGES BEAUCOUP DE NUAGES PARFOIS SOLEIL AVERSES À NOUVEAU ORAGES,"beaucoup de nuages, un peu de soleil et des averses ou des orages."
MAINTENANT INFORMER LE TEMPS À L'AVANCE DEMAIN LUNDI QUATORZE MARS,et maintenant les prévisions météo pour demain lundi 14 mars
OUEST SUD-OUEST EUROPE VENIR NUAGE ALLEMAND ALLEMAGNE,la dépression sur le sud-ouest de l'europe dirige vers nous des nuages épais
NUIT AUSSI NUAGE RÉGION EST AFFAIRES VENIR EST MÊME RÉGION EST AUSSI L'OUVERTURE,"dans la nuit, les espaces nuageux se referment également dans l'est, comme auparavant dans les autres parties du pays"
NUIT PLUIE AUSSI DEMAIN JOUR AUSSI PLUIE ET UN PEU DE PLUIE,"et dans certaines régions, il y a de la pluie ou de la bruine pendant la nuit et la journée."
JOUR TOUTE LA JOURNÉE SUD SUD-OUEST PLUS CLAIR VENIR PLUIE FAIBLE PLUS NORD VENIR,"au cours de la journée, le temps devient plus agréable à partir du sud et du sud-ouest il se détend la pluie devient plus faible et se retire vers le nord"
VENT MODÉRÉ DIVERS VENTS,le vent est faible à modéré et souffle dans différentes directions
CETTE NUIT NEUF DEGRÉS E FLEUVE HUIT DEGRÉS SUD MONTAGNE PAYS IX,"cette nuit, neuf degrés sur l'ems et trois degrés dans les montagnes"
PREMIER JOUR VALEUR CÔTE IX DIX-SEPT DEGRÉS RIVIÈRE,"en journée, des valeurs à un chiffre sur les côtes dix-sept degrés sur le Rhin supérieur"
MARDI JEUDI NORD ET SUD EST UN PEU DE PLUIE UN PEU PLUS DE VENT FROID CÔTE FROID FORT VENT,"mardi, nuages épais et quelques gouttes de pluie dans le nord et l'est, où le temps se rafraîchit et où le vent souffle vivement sur les côtes"
SUD-OUEST SOLEIL NUAGE CHANGEANT,"au sud et à l'ouest, tantôt soleil, tantôt nuages"
MERCREDI FORT NUAGE RÉGION SUD-OUEST MAIS PLUIE NÉG-MILD NÉG-HABEN,"mercredi, le ciel sera généralement très nuageux dans le sud-est et il pleuvra dans le sud et l'ouest."
JEUDI PARTICULIÈREMENT SUD-EST PLUIE VARIABLE MONTAGNE NEIGE POSSIBLE,"jeudi, temps instable surtout dans la moitié sud-est avec de la pluie et de la neige en montagne"
MAINTENANT TEMPS COMMENT-APPARAÎTRE DEMAIN MERCREDI CINQ VINGT MAI,et maintenant les prévisions météo pour demain mercredi 25 mai
APRÈS-DEMAIN PUIS RÉGION GÉNÉRALEMENT ORAGEUX,"Après-demain, nous serons touchés par une dépression atlantique qui provoquera des orages parfois violents."
SI IX RÉGION MONTAGNE IX MAIS NUAGES AVERSES,"près des côtes et dans les Alpes, il y aura encore des nuages avec quelques averses."
CETTE NUIT RÉGION SINON GÉNÉRALEMENT CLAIR,"sinon, ce soir, le ciel est largement dégagé"
DEMAIN BEAUCOUP DE SOLEIL AU COURS DE LA JOURNÉE,"le jour, le soleil sera au rendez-vous"
SURTOUT RÉGION MONTAGNE IX PARFOIS NUAGEUX MAIS RÉGION SÈCHE,"quelques nuages apparaissent ici et là, en particulier sur les côtes et à proximité des Alpes, mais là aussi le temps reste sec"
VENT FAIBLE MODÉRÉ IX RÉGION VENT PARTIEL FRAIS,"vent faible à modéré sur les côtes, parfois frais"
NORD WEHEN SUD WEHEN,au nord vient de l'ouest au sud du nord-est à l'est
VALLÉE CENTRE MONTAGNE ENTRE ZÉRO BAVAROIS SUD MAXIMUM ONZE,"dans certaines vallées de moyenne montagne, températures proches du point de congélation cette nuit en Basse-Bavière jusqu'à onze degrés"
JEUDI DÉBUT SOLEIL EN COURS DE ROUTE AVERSES ORAGES ET INTEMPÉRIES POSSIBLES,"le jeudi commence généralement par un temps ensoleillé avant que quelques averses et orages ne se propagent à partir de l'ouest, pouvant localement prendre la forme d'intempéries."
VENDREDI VARIABLE PLUS FRAIS SAMEDI À NOUVEAU PLUS AGRÉABLE AUSSI HAUSSE DE LA TEMPÉRATURE,"Vendredi, temps variable et nettement plus frais, mais samedi, le temps sera plus agréable et les températures remonteront."
INFORMER MAINTENANT SUR LA MÉTÉO DEMAIN JEUDI TRENTE JUIN,et maintenant les prévisions météo pour demain jeudi 30 juin
FROID AIR SOUFFLANT AUSSI FORT INTEMPÉRIES ORAGE PLUIE NUIT DEMAIN JOUR VENIR,un front froid provoquant des orages et des pluies parfois intempestives nous traverse dans la nuit et demain dans la journée
NUIT FORTE PLUIE ET PARFOIS ORAGEUX,"dans la nuit, il pleut parfois intensément et il y a parfois de forts orages"
AUSSI PARTICULIÈREMENT MONTAGNE IX POSSIBLE INONDATION,"il faut s'attendre à des inondations, surtout dans les Alpes"
JOUR EST RÉGION PLUIE FORTE RÉGION PARTIE ZONE SINON SOLEIL NUAGE VARIABLE SEULEMENT LIEU PLUIE,"dans la journée, il pleut d'abord fortement dans certaines régions de la moitié est, sinon il y a parfois du soleil, parfois des nuages et seulement des averses par endroits"
VENT MODÉRÉ LÉGER NORD-OUEST PEU FRAIS VENT,"le vent est faible à modéré dans la moitié nord-est, parfois frais"
CETTE NUIT DIX-HUIT DEGRÉS RÉGION HUIT DEGRÉS MONTAGNE IX,"cette nuit, dix-huit degrés dans la Lusace et huit degrés dans l'Eifel"
JOUR QUINZE DEGRÉS PLUIE CONTINUE JUSQU'À QUATRE VINGT DEGRÉS EST,"le jour, quinze degrés par pluie continue et jusqu'à vingt-quatre degrés tout à l'est"
SAMEDI NORD ET EST PUIS PLUIE SINON SOLEIL NUAGE AVERSES DROITE,"samedi, pluie dans le nord et l'est, sinon soleil, nuages et averses isolées"
DIMANCHE GÉNÉRALEMENT BEAU SUD-OUEST GÉNÉRALEMENT BEAU SINON PLUS DE PLUIE NUAGEUX,"dimanche, le temps est généralement agréable dans le sud-ouest, sinon plus de nuages que de soleil et de la pluie dans certaines régions"
MAINTENANT TEMPS DEMAIN MERCREDI DIX FÉVRIER,et maintenant les prévisions météo pour demain mercredi 10 février
ENCORE BAS RÉGION SUD DONC TRÈS FROID,une nouvelle dépression permet à l'air très froid de pénétrer dans le sud de l'Allemagne
CETTE NUIT NEIGE POSSIBLE RÉGION NORD BADEN W BERG BAVAROIS AUSSI NEIGE POSSIBLE,"cette nuit, il neigera légèrement dans certaines régions du nord et du sud du Bade-Wurtemberg et parfois modérément en Bavière"
DEMAIN AUSSI NEIGE PRINCIPALEMENT RÉGION NORD RÉGION NORD-OUEST ALPES E RÉGION MONTAGNE,"en journée également, il neige dans certaines régions, le plus souvent dans le nord et le nord-ouest ainsi qu'entre les Alpes et l'Erzgebirge"
VENT FAIBLE POSSIBLE NORD RÉGION VENT,"le vent est faible à modéré sur les côtes, plus frais au bord de la mer, des rafales de vent et des congères sont possibles"
NUIT VALEUR MOINS CINQ MOINS QUINZE DEGRÉS DEMAIN MOINS UN RÉGION BAS MOINS HUIT DEGRÉS,"cette nuit, températures entre moins cinq et moins quinze degrés le jour, moins un degré sur l'ems et moins huit degrés dans le vogtland"
